lag_center_ns,raw_pair_count
1419.000,578
1421.000,509
1423.000,573
1425.000,546
1427.000,535
1429.000,575
1431.000,559
1433.000,525
1435.000,602
1437.000,591
1439.000,526
1441.000,558
1443.000,555
1445.000,553
1447.000,569
1449.000,529
1451.000,579
1453.000,627
1455.000,557
1457.000,549
1459.000,576
1461.000,532
1463.000,618
1465.000,566
1467.000,569
1469.000,584
1471.000,553
1473.000,556
1475.000,577
1477.000,541
1479.000,586
1481.000,581
1483.000,587
1485.000,551
1487.000,589
1489.000,548
1491.000,561
1493.000,579
1495.000,604
1497.000,581
1499.000,533
1501.000,562
1503.000,600
1505.000,561
1507.000,562
1509.000,587
1511.000,614
1513.000,552
1515.000,542
1517.000,561
1519.000,597
1521.000,602
1523.000,569
1525.000,579
1527.000,610
1529.000,598
1531.000,552
1533.000,590
1535.000,583
1537.000,534
1539.000,580
1541.000,568
1543.000,524
1545.000,583
1547.000,502
1549.000,560
1551.000,541
1553.000,513
1555.000,557
1557.000,519
1559.000,573
1561.000,537
1563.000,496
1565.000,545
1567.000,529
1569.000,539
1571.000,554
1573.000,527
1575.000,572
1577.000,574
1579.000,510
1581.000,562
1583.000,574
1585.000,524
1587.000,588
1589.000,545
1591.000,572
1593.000,590
1595.000,555
1597.000,570
1599.000,581
1601.000,561
1603.000,564
1605.000,606
1607.000,530
1609.000,601
1611.000,551
1613.000,597
1615.000,554
1617.000,548
1619.000,580
1621.000,530
1623.000,566
1625.000,568
1627.000,494
1629.000,556
1631.000,543
1633.000,541
1635.000,509
1637.000,564
1639.000,583
1641.000,558
1643.000,558
1645.000,578
1647.000,556
1649.000,596
1651.000,583
1653.000,533
1655.000,619
1657.000,558
1659.000,537
1661.000,584
1663.000,584
1665.000,553
1667.000,554
1669.000,581
1671.000,582
1673.000,560
1675.000,502
1677.000,550
1679.000,576
1681.000,559
1683.000,577
1685.000,555
1687.000,594
1689.000,561
1691.000,525
1693.000,544
1695.000,562
1697.000,528
1699.000,535
1701.000,591
1703.000,567
1705.000,548
1707.000,557
1709.000,540
1711.000,572
1713.000,581
1715.000,531
1717.000,552
1719.000,561
1721.000,561
1723.000,584
1725.000,551
1727.000,584
1729.000,597
1731.000,518
1733.000,571
1735.000,570
1737.000,516
1739.000,551
1741.000,599
1743.000,584
1745.000,524
1747.000,601
1749.000,568
1751.000,550
1753.000,551
1755.000,550
1757.000,573
1759.000,572
1761.000,539
1763.000,560
1765.000,546
1767.000,547
1769.000,546
1771.000,579
1773.000,565
1775.000,530
1777.000,582
1779.000,542
1781.000,578
1783.000,606
1785.000,557
1787.000,588
1789.000,573
1791.000,564
1793.000,606
1795.000,539
1797.000,557
1799.000,569
1801.000,530
1803.000,594
1805.000,564
1807.000,546
1809.000,573
1811.000,499
1813.000,574
1815.000,572
1817.000,533
1819.000,569
1821.000,557
1823.000,553
1825.000,577
1827.000,558
1829.000,583
1831.000,566
1833.000,525
1835.000,563
1837.000,597
1839.000,528
1841.000,569
1843.000,569
1845.000,588
1847.000,590
1849.000,582
1851.000,555
1853.000,572
1855.000,539
1857.000,547
1859.000,559
1861.000,595
1863.000,529
1865.000,576
1867.000,607
1869.000,553
1871.000,568
1873.000,585
1875.000,577
1877.000,597
1879.000,561
1881.000,621
1883.000,579
1885.000,582
1887.000,598
1889.000,555
1891.000,616
1893.000,557
1895.000,534
1897.000,575
1899.000,510
1901.000,551
1903.000,605
1905.000,523
1907.000,566
1909.000,538
1911.000,561
1913.000,551
1915.000,526
1917.000,540
1919.000,593
1921.000,573
1923.000,541
1925.000,580
1927.000,546
1929.000,571
1931.000,552
1933.000,554
1935.000,575
1937.000,532
1939.000,550
1941.000,555
1943.000,521
1945.000,584
1947.000,527
1949.000,545
1951.000,554
1953.000,534
1955.000,530
1957.000,535
1959.000,544
1961.000,560
1963.000,544
1965.000,527
1967.000,554
1969.000,539
1971.000,553
1973.000,545
1975.000,563
1977.000,560
1979.000,560
1981.000,577
1983.000,577
1985.000,549
1987.000,569
1989.000,587
1991.000,563
1993.000,574
1995.000,548
1997.000,647
1999.000,538
2001.000,562
2003.000,568
2005.000,506
2007.000,573
2009.000,585
2011.000,530
2013.000,611
2015.000,499
2017.000,548
2019.000,585
2021.000,536
2023.000,576
2025.000,539
2027.000,551
2029.000,569
2031.000,557
2033.000,570
2035.000,532
2037.000,599
2039.000,521
2041.000,574
2043.000,551
2045.000,592
2047.000,576
2049.000,591
2051.000,551
2053.000,612
2055.000,592
2057.000,583
2059.000,523
2061.000,575
2063.000,554
2065.000,572
2067.000,545
2069.000,585
2071.000,539
2073.000,583
2075.000,561
2077.000,539
2079.000,535
2081.000,575
2083.000,596
2085.000,580
2087.000,573
2089.000,562
2091.000,614
2093.000,600
2095.000,539
2097.000,591
2099.000,566
2101.000,563
2103.000,610
2105.000,579
2107.000,566
2109.000,596
2111.000,574
2113.000,547
2115.000,526
2117.000,575
2119.000,580
2121.000,599
2123.000,590
2125.000,589
2127.000,594
2129.000,606
2131.000,539
2133.000,570
2135.000,577
2137.000,622
2139.000,580
2141.000,536
2143.000,549
2145.000,586
2147.000,587
2149.000,586
2151.000,547
2153.000,569
2155.000,579
2157.000,547
2159.000,547
2161.000,551
2163.000,561
2165.000,582
2167.000,560
2169.000,583
2171.000,533
2173.000,546
2175.000,573
2177.000,552
2179.000,543
2181.000,588
2183.000,553
2185.000,539
2187.000,575
2189.000,569
2191.000,560
2193.000,579
2195.000,556
2197.000,563
2199.000,547
2201.000,566
2203.000,548
2205.000,585
2207.000,558
2209.000,568
2211.000,585
2213.000,548
2215.000,550
2217.000,589
2219.000,559
2221.000,579
2223.000,582
2225.000,586
2227.000,594
2229.000,554
2231.000,550
2233.000,599
2235.000,552
2237.000,549
2239.000,565
2241.000,573
2243.000,570
2245.000,562
2247.000,562
2249.000,551
2251.000,551
2253.000,591
2255.000,522
2257.000,548
2259.000,563
2261.000,563
2263.000,554
2265.000,586
2267.000,559
2269.000,536
2271.000,560
2273.000,550
2275.000,546
2277.000,596
2279.000,539
2281.000,563
2283.000,577
2285.000,539
2287.000,555
2289.000,569
2291.000,571
2293.000,558
2295.000,568
2297.000,508
2299.000,549
2301.000,574
2303.000,549
2305.000,581
2307.000,570
2309.000,562
2311.000,568
2313.000,569
2315.000,577
2317.000,553
2319.000,584
2321.000,574
2323.000,557
2325.000,599
2327.000,561
2329.000,563
2331.000,565
2333.000,574
2335.000,562
2337.000,576
2339.000,544
2341.000,546
2343.000,560
2345.000,547
2347.000,549
2349.000,547
2351.000,536
2353.000,606
2355.000,533
2357.000,548
2359.000,587
2361.000,570
2363.000,534
2365.000,573
2367.000,541
2369.000,551
2371.000,565
2373.000,540
2375.000,585
2377.000,571
2379.000,537
2381.000,547
2383.000,520
2385.000,561
2387.000,581
2389.000,534
2391.000,547
2393.000,563
2395.000,569
2397.000,558
2399.000,544
2401.000,565
2403.000,550
2405.000,570
2407.000,545
2409.000,542
2411.000,512
2413.000,562
2415.000,566
2417.000,535
2419.000,547
2421.000,539
2423.000,525
2425.000,566
2427.000,546
2429.000,520
2431.000,543
2433.000,555
2435.000,528
2437.000,559
2439.000,521
2441.000,525
2443.000,548
2445.000,552
2447.000,527
2449.000,548
2451.000,541
2453.000,538
2455.000,532
2457.000,556
2459.000,589
2461.000,530
2463.000,542
2465.000,570
2467.000,540
2469.000,563
2471.000,510
2473.000,586
2475.000,593
2477.000,535
2479.000,554
2481.000,571
2483.000,521
2485.000,550
2487.000,555
2489.000,571
2491.000,553
2493.000,566
2495.000,554
2497.000,600
2499.000,591
